UUID|INTERNAL_REFERENCES|CLASSIFICATION_UUID|DISPLAY_STRUCTURE_ID|IDEALIZED_STRUCTURE_ID|APPROVAL_ID
29123aeb-0eef-4617-8b11-fd1a0becb782|[{"label":"GInAS Reference","term":"3403bb2b-d20f-484d-9313-4ca5f0adecfe"},{"label":"GInAS Reference","term":"209f61b2-5f4b-41fe-888a-cde1c2a15a4d"}]|94d21df2-3776-437d-b3d8-d73c61b54795|4a7a26d6-c518-423d-b638-7bd7f0086863|0030f27c-88d5-419d-a892-3519f04c57ea|0MLT3369F0
4e92938b-67f2-4d94-b316-373fc3e880cf|[{"label":"GInAS Reference","term":"f02080d7-7534-4140-9407-52c9902f4e4a"},{"label":"GInAS Reference","term":"51d1d34a-a5ae-415c-b82f-82e29ab1cbb4"}]|4e6da948-c2fb-4c2f-ac49-2bbe129587ef|70089a14-e2c5-4eb3-b11f-ce5a49503c33|2779fbc2-a300-458d-8119-43741cd9705c|C2U3GS78TR
a62fff98-a35c-4565-9ee8-a48cae7a258a|[{"label":"GInAS Reference","term":"cecd8cdd-508c-496d-8299-06206b2d2d76"},{"label":"GInAS Reference","term":"a13bde0c-ec44-4524-9ebd-01c34201eee6"}]|a081c06b-69a3-468c-b396-24a33d5d8021|5b472c1a-2a85-45eb-9c1d-f7212952ba12|b79c7712-ffec-4cc9-b87c-884f2c7811d9|S7NFV3146A
a581ebfc-a9c3-4386-b89e-ac5235bcba40|[{"label":"GInAS Reference","term":"4f1628af-5020-4c8c-af30-fd4bb7468a1d"},{"label":"GInAS Reference","term":"34406047-32a6-444f-8f86-b79303db73ad"}]|02f52df7-c810-4443-b9a2-f728b146e27f|a4368b54-a86e-43d0-b353-998fe6336855|89233533-5a7b-41f0-a7a8-4bca3f6ea953|526U509I14
93c5f98e-73c6-40ae-b360-4b85e33e34a5|[{"label":"GInAS Reference","term":"4fcd6983-29a1-4f7f-bdf5-51f26a55448c"},{"label":"GInAS Reference","term":"6fa8c897-907c-48ec-acb7-9b856d928478"}]|faa80ddd-8ef8-4243-a05a-fe8cfcdfd3d0|66cba5cd-5273-4586-b5a9-b2057bb14b80|ec343c9e-d616-4057-951a-672d67874639|NV6E03APBF
a1b1f8d5-0f8b-461f-b9d3-4c4b4b18de1b|[{"label":"GInAS Reference","term":"a89234c8-0216-42ab-84bc-21e971fd677e"},{"label":"GInAS Reference","term":"3bc1d0d2-d0bf-4afd-938e-2bf32e413ba7"}]|3962e18e-24a6-43e1-aac5-c5508a79243e|56a764ac-fbf4-4b95-a73d-21a6cb483feb|d4971542-9a0c-46e3-8d23-45555eaf24e6|045DJI85UU
6f702fbb-dbbc-4573-89b2-a69d7ae166f1|[{"label":"GInAS Reference","term":"c2cfc5c7-2016-40c7-a7b7-0278a81c9935"},{"label":"GInAS Reference","term":"1a9fffaf-322a-4cca-9ae7-6f981661e533"}]|775815bb-61d0-41bd-9a4e-8b87cb6a989c|ff64c65d-1f4a-410b-b5b0-d40971ed8d3a|312b436e-d842-41df-86fb-fbc7add7ff40|W7GUQ8VDVE
5e2a1035-bc03-475f-a584-02413148aab6|[{"label":"GInAS Reference","term":"7088c0f6-18ef-4ed0-92c0-53a94053de49"},{"label":"GInAS Reference","term":"c236c0de-fbb0-4344-a650-a2bfd2132645"}]|8c50fc62-7d47-445b-8dc2-8ec6ee72a262|4197fd19-d907-4e4f-9d7c-cacd30226d7e|72c0205a-f565-4928-a83d-e700cb27600e|KF87ZXP48B
f8fbb749-d890-4c45-9d70-ca7d527a3e5f|[{"label":"GInAS Reference","term":"4d819944-ec8d-4149-8a9a-c558b31c67ed"},{"label":"GInAS Reference","term":"9487e35d-a761-4cd4-aeec-4c4fc9c75822"}]|f8050d1c-602d-4fdc-872a-cdc2be5e433b|bd90463e-7b94-45ca-9aac-597474f1db0d|a8a317f2-62d8-4a85-bc63-e83d20556e79|IV5HOR6SHT
32488f0b-a1df-4559-a4ba-21d28ee9d799|[{"label":"GInAS Reference","term":"9520f6e3-6b62-4348-9f32-d6210fa83597"},{"label":"GInAS Reference","term":"cc77cd21-b770-4e8a-83f6-6202fcd7bd25"}]|20ebffa5-244d-4a76-a62d-ea580a17e3dc|9a7d6d83-9097-40dc-98a2-88abcb11a6e0|94652bfd-71ba-4970-8720-f891894ed7f2|1IA8YY9G5R
ac7dc029-06b9-444e-8b59-abb0875b7c15|[{"label":"GInAS Reference","term":"f7e2bad8-1ae3-4c02-8c00-6a98c4d730bf"},{"label":"GInAS Reference","term":"127e9a3c-438a-4071-a411-f11fe0512af9"}]|b0394460-8878-4073-8f07-56ad52a74b15|afa7652f-6fd8-48d7-b5e7-5787a39e592d|b2942215-2fe2-4e4f-97e6-6a0980ad7778|441JX1IO3Z
3b463416-be61-4a77-ad4c-16dd17b16daf|[{"label":"GInAS Reference","term":"1199312a-a052-4f3c-8b8f-61edb2c716e0"},{"label":"GInAS Reference","term":"c8806d56-9b97-4499-8386-1e26dfa8bc5c"}]|b6650bc4-0251-4699-8205-26040885bdc5|dbd45376-cbf2-421b-93b0-d59e8453d6c6|110a8140-ff42-41f0-ba66-ff46ac6e96a3|6A4GJJ28LX
312ff75c-a767-4891-8faf-873202094e6b|[{"label":"GInAS Reference","term":"45a8e1be-6b77-4699-9c03-8e8be7e2912c"},{"label":"GInAS Reference","term":"d4aa3da3-18a2-45a1-8bd2-3188ea316918"}]|42634aec-a49a-406a-acbd-1544a80d86f0|2309dd6e-d951-4de8-8239-af9f2caf1a7c|8759bf7b-f77c-4e58-9515-5da92ca655d8|IO6HQ0117S
39ce113b-259b-485d-8657-15eae25c873f|[{"label":"GInAS Reference","term":"2d92fd44-2141-47a4-9963-cd3d41dafb89"},{"label":"GInAS Reference","term":"27e739b6-58cc-458e-89ab-e45ee730fd86"}]|35e8dac1-6d0e-45a7-901c-6de50670a309|6ebf80b5-7bd5-454d-a33e-7de1c24605b7|61fca609-4656-43cd-be22-7d639e2df28e|7H36F21C7Y
6748568d-1545-48f5-8a06-c1963e1063d1|[{"label":"GInAS Reference","term":"9262f6e7-2df7-4586-a41f-8c30b1c85b84"},{"label":"GInAS Reference","term":"60e6ad2a-9004-4db2-92c0-f5452c0f46c8"}]|990de1f2-7c29-4d29-a61f-b724f413482d|820a4189-84ba-486b-b1ef-3a0502cc14cf|1cbcd2f4-5d65-4d38-a7eb-59f38ed2ae19|7ZNS52Y987
af1342b1-ddbe-4670-86a2-338c9c274d86|[{"label":"GInAS Reference","term":"c35e2d09-c260-4e97-aa73-d4d64d8726dd"},{"label":"GInAS Reference","term":"01ec1973-9227-42c1-8a05-da90ee9e6817"}]|bea74d77-9ddd-434f-8732-7a466c0a60d7|8f5a7879-5a66-4c2c-9ea9-b091be7b8e15|939d2fde-0ec1-4c4e-a64d-9024a5aa880a|S316UG5AA1
00e0a64c-0467-4510-b656-f2888e8e2c48|[{"label":"GInAS Reference","term":"73e6fdb0-2787-4bd0-844a-c70436329734"},{"label":"GInAS Reference","term":"1f49f10d-6a0a-4f2a-bcb3-0bc139fc7d34"}]|bfd83e66-077a-4ae6-8727-70bfa1515095|3ee2bbb4-3726-4369-a7a0-3dd267865d37|20e4391f-6205-48fc-b385-04bb16ba62ea|4WH3419JWD
d3698a11-f6aa-476d-9837-b7c595a7ab2c|[{"label":"GInAS Reference","term":"20e3bfe1-df66-474e-80c3-b1d60eb33486"},{"label":"GInAS Reference","term":"3fa9d620-1517-42d9-8cc5-23076b7ed4bb"}]|9e8600fb-93f3-43d4-8451-f329fe9377fd|d2a2ec62-bec2-4ddb-aa6c-9322cf76577a|2278f1bf-0c28-4892-a126-beedef3bf8da|IBT3C33M0T
e8b88a1f-a114-4384-bce4-99204333d8f1|[{"label":"GInAS Reference","term":"9116c026-1962-4150-8de6-e9186f2a5498"},{"label":"GInAS Reference","term":"09a54657-f457-4a5f-a51d-45295e993e57"}]|75f742d4-f595-49e8-a3d6-64c1a328899a|9a12fd70-6641-4522-a411-1b7c6e7be409|d610ab43-241a-4fc5-93cb-a79a977b4af5|3L1E3C227T
0f14aa32-8014-4c5c-8ae8-98b58c581f78|[{"label":"GInAS Reference","term":"6f81c006-00d8-4458-85b7-9b6274503657"},{"label":"GInAS Reference","term":"4e271af3-babb-4df1-961b-971ca15a0fa9"}]|0467dfae-df63-469b-9933-45beab775e80|ed22daa9-3757-4ffe-b93d-11456a6d3ec1|80bcb4ac-d8da-4a41-99be-1cbc2423e7bb|N86UA4284N
aaa8576d-4cdd-493a-b85d-60afc24d16f8|[{"label":"GInAS Reference","term":"e44c9016-33c6-4d5d-8e92-8cfff8d14b25"},{"label":"GInAS Reference","term":"7ab4bfbc-636e-4c5c-a52c-493ea894f668"}]|756dd95f-3550-44e5-b8be-ffa3c16209a3|4baf666f-4edc-4dea-be4c-280a13dabede|7d736029-4266-4eaf-a3a5-8e91ef4a46eb|93W23H8114
97729373-6f8a-47ed-87a1-bbcba5662318|[{"label":"GInAS Reference","term":"02ef1dff-8e8a-4cae-b443-b1096b5fc0f0"},{"label":"GInAS Reference","term":"cd7ee77b-f033-49b3-ab8b-ebdef3b3f180"}]|3319406a-6fa3-4930-a8d5-ab79104fed36|54c1416b-7d8d-4a7e-8b1c-ddd5235d779e|8352418b-ff12-4bcd-9722-8010135128ff|N1C835P33B
1c36aad1-6cff-465c-875b-19a038c5db01|[{"label":"GInAS Reference","term":"f75c9bc8-d0c9-4e5e-8b86-1b51504cf96a"},{"label":"GInAS Reference","term":"4986f3e5-7a82-4018-b12a-7c1a9e117584"}]|67005e1a-960c-4d68-9377-3284ab0ee351|51046195-3276-4c3c-8b00-47c2bfb0a8cb|210b636e-ec0b-482b-a482-7ceb711595b4|XNU1R1VIQA
2efdad63-d8dc-4b83-ab09-fc1d3e8ee490|[{"label":"GInAS Reference","term":"8371411d-0a06-4a0b-97ac-1109347af691"},{"label":"GInAS Reference","term":"bbd18206-3734-42a5-bc7d-985f80c4b647"}]|2d2e4d45-a94a-4eec-af67-f9e88fcb4aea|b6962453-6282-4db4-88f9-c135d9e90df9|c9143d95-b063-4717-8dfe-f892aea4ec0a|8PR50UB3MN
eda79579-eaa5-4bfc-966c-3f4d73373255|[{"label":"GInAS Reference","term":"6deeb999-0f5c-4d56-9b19-da7fd30e2fd8"},{"label":"GInAS Reference","term":"7d258f05-1c8d-4262-ab2e-2c22d09f5395"}]|1b196632-1f1c-4d8e-83bb-de2e19758b1b|df0f1ec4-b3fc-46a3-8172-c4f8e47555cb|b11da78a-a8bd-4921-a168-e9b35345717d|KQ42526F19
efdeff4d-7b8d-470f-9334-9f20f35d9b52|[{"label":"GInAS Reference","term":"a062a26c-7ca1-48df-985a-1eda0b71f5bd"},{"label":"GInAS Reference","term":"871e9e18-836a-4d78-a4d0-e2c8600e0827"}]|320fbfce-9a84-4c6d-9f28-30db05721268|13399263-5566-4d56-8443-dc4236305cc0|6f6fc9ad-5777-4106-9e1b-0f38bff9a8b7|92I7199OAH
293426d7-3743-4214-870f-cc6cf76e51ad|[{"label":"GInAS Reference","term":"37c1bc57-8a4a-4cd6-948d-dd9d2913350d"},{"label":"GInAS Reference","term":"3321738d-db6b-43dd-94b6-443703f2a05f"}]|c9fed061-2f06-4447-bdd8-3904314b7c53|3bfa71aa-cb48-48df-8534-0c40f68344c5|13cb1cff-3bb5-4638-b10b-1f24f1b81ec4|NL4LVI19DX
936786b3-d99c-4387-bae6-dc430b6c753f|[{"label":"GInAS Reference","term":"ca128bc9-3bcb-48cb-a7ef-594e2ea20c17"},{"label":"GInAS Reference","term":"16501bb5-5ef2-4a53-8ef5-a60fafe4acb3"}]|2ade5d10-a2b0-4a9d-8c43-ab8015d8109d|7a90304c-f18d-41d5-85d9-1b3c7b1b39ea|d7461d08-5ec0-47ff-8539-41f27f380575|Q44R132386
131247ac-34f7-4aae-bd20-e49258f51765|[{"label":"GInAS Reference","term":"1b074cab-0d4c-45cf-8452-cc800590f986"},{"label":"GInAS Reference","term":"d9cf7171-550d-4b93-9d0e-f5658ef6d2b5"}]|3e5baed0-7c59-486a-922b-53184e500b2c|f9ae8df7-1e6e-4732-8aee-7ab6005204b7|a5bba550-b8af-4c0a-ac4f-cf3f6d65e56a|6M8B654MEQ
7b1b6483-37e5-45e8-b2d0-ea3a6f8ad79e|[{"label":"GInAS Reference","term":"332de39e-daf8-428c-8a04-16ec72d40127"},{"label":"GInAS Reference","term":"30324f41-adbe-44cc-b198-fe989279b7d1"}]|611b3d2f-08e7-4210-954e-361876befb15|39778829-6020-4437-9172-3a87d6f42089|1d8edd86-b6e2-4534-9017-48752d2f0797|FLN8G45C73
c2253cdf-21f5-40f8-aaf5-675e22db28a9|[{"label":"GInAS Reference","term":"229046cb-79f9-4757-b2d2-3c47a4b8d0ca"},{"label":"GInAS Reference","term":"61eddc6b-bbde-4bc6-a001-d7b125bd7de1"}]|f3b2799a-b5a7-41b1-b76b-00adf2f7c563|36928526-e70e-47f4-9eea-f1ef6b11a225|793c599e-ff6b-4590-8eec-fc03251da9df|6WTE57JSWS
85d41281-f583-4f06-aafa-b4ab048eac9e|[{"label":"GInAS Reference","term":"1068a715-3da9-4823-ad40-382c2b5d6607"},{"label":"GInAS Reference","term":"a10efc8f-fdb4-4758-9241-92f2b109ea03"}]|e8db8f5b-ce62-40ed-9182-dfbfc312dc4e|d8284f53-f55f-4987-8753-34a9d5af4d4e|4ea88d12-2b11-41e6-9ce1-1f88629d7dbc|569T0R267J
f00efbdb-f60d-47b1-a891-e1ce1b9db602|[{"label":"GInAS Reference","term":"35b7c37f-400d-42e8-9c36-edc2c4197056"},{"label":"GInAS Reference","term":"e9a6fde6-c62e-4e1c-8009-211caaa76587"}]|17855f02-306d-4d16-94a8-f617455cf1fe|c521ac0f-e395-4e73-bdd1-b34cef90a9c1|5177edca-e9f1-4cb2-8bc1-10025f74ab5e|I274II9A1F
f87d47d9-a878-4d3d-a66b-c6e42d0738bd|[{"label":"GInAS Reference","term":"e5c82be3-af84-4dd4-aab1-f9e397e7ac2f"},{"label":"GInAS Reference","term":"929d998c-e8d6-44a7-9314-3ec0aae75bf4"}]|96ce2dcb-5280-43a5-95e5-2e14a2d5f6df|06845c94-7e1f-42ec-b845-c2092ad7dabf|b45406d5-f1f8-4075-9161-bc0962142c7c|S8V735881R
b584a6a3-1118-467f-91a4-30da9a49fcc5|[{"label":"GInAS Reference","term":"fe363c26-7525-4a75-957d-541fa23b2186"},{"label":"GInAS Reference","term":"fcda17e4-3ac8-4e05-bd52-ea2d3519ddda"}]|45b8acd0-2c84-435c-9b1d-d41bea31ad99|055d5c9b-7937-4d36-87d6-5555bbce844e|51acb42f-30bb-4d81-a338-0cd6201577b5|GY15017H2B
cb5fe9d2-d2ee-4005-8517-a7963a3ea647|[{"label":"GInAS Reference","term":"4b8a8e76-c218-4dcb-971a-fa4e41cb85b8"},{"label":"GInAS Reference","term":"648293c8-d9b8-4215-80ae-43caf01d22c9"}]|55ac1f5b-f590-46c2-8b2a-30c018ec3c6a|99bce44a-57eb-41dc-aecb-0b6715f33678|00d6265c-e5e9-4006-92d0-b8df93e22a0b|3OR1E2899P
d856bfaa-1e9a-4e99-9566-670d5b6dd495|[{"label":"GInAS Reference","term":"741879c5-88ce-4d34-b522-90d1e4510d71"},{"label":"GInAS Reference","term":"c0f06a80-d74a-4316-87dd-1dcf1da1c1d1"}]|3d6b8626-2d5a-4818-a9f0-92b377b1eebd|8fee118d-a817-4a14-8901-74ea77f58381|1c4201bc-40b4-4413-a140-647ebe8441db|7Z6Q50934N
63abff4b-13c6-441d-8a58-531c9df3fe3a|[{"label":"GInAS Reference","term":"e7321fd2-158b-4c5c-9ef2-f19adde55b68"},{"label":"GInAS Reference","term":"9e120d75-7910-4ad1-b30c-1f4466ad12bf"}]|a45e924b-6d1c-4dbe-bab8-a7e87c02eee6|b457313a-a44d-4046-b5af-9bfc21a6d4ca|954a3aef-2677-4674-8d4f-0e10f770771a|A22647X8JJ
e010588a-48f7-4a36-8d6f-c94cd46e6adc|[{"label":"GInAS Reference","term":"e4bf40ba-deb0-4f35-869f-bf747c8d8a39"},{"label":"GInAS Reference","term":"45111249-e792-4d26-8a58-ea107a2df0a1"}]|a604ea42-5441-4520-a1eb-5f1874dfb3e6|fbf28960-6f9f-4ebd-a4d0-8231d53e8a41|5f0954c9-75a2-4778-bd58-486db72971e1|9S6835LUBD
efd0662e-a6b8-41f2-a853-9a22ca42811c|[{"label":"GInAS Reference","term":"db94bdf4-6ba3-4b61-b135-693e66f2bb5c"},{"label":"GInAS Reference","term":"4f4f2411-0cd3-449e-91a9-c00aed081932"}]|80ad34a5-3d4b-4e22-aadb-874711c99432|fc4a0a2f-5104-4017-9bb9-6a8da0f02281|f9eb6a86-f25d-48d2-bcf5-aa7e2e25c982|54RDG3MFFC
d30771c1-3387-4beb-9269-16f120e3bae9|[{"label":"GInAS Reference","term":"48454ddd-8295-4b3d-a94c-d7c9536b5e32"},{"label":"GInAS Reference","term":"d2f31625-65a8-4c8c-aaaf-750d56557c2c"}]|8903bb9c-d02c-4b57-a048-a8da1e3a58a1|a6307825-421b-434c-bfb1-212e8f6d7ba8|c3dc5ecd-b912-4d5e-a1be-4eb6cd543bee|FC11NGP7E6
b27898b6-4278-42e2-952e-573e9e6633f0|[{"label":"GInAS Reference","term":"06421c31-b97b-437c-95b4-a0d7e998145b"},{"label":"GInAS Reference","term":"c22a2d59-5f32-4e35-a061-03069ea28afd"}]|318eb18b-da54-4cc0-8ba9-6963dfc6b907|c0339d5e-a7ee-42c6-a72d-c6543bedeedb|2aae699c-ccc0-4be0-91ed-9a1818f191d9|EFQ0Z43M4F
708b7b94-5246-4389-ad58-b69c72901e79|[{"label":"GInAS Reference","term":"6342f939-b45f-4b2b-b748-3f7c0cf2d096"},{"label":"GInAS Reference","term":"54981911-6b91-4d83-bcf4-b5e0b945e1c2"}]|0811cd3b-76d3-4bb0-b167-9a2d433fd56d|36ddefc2-f2c2-4b45-87bf-0545dcb994c2|f3950227-ecd3-43cb-9a7e-e36f05efadbe|7ZA232WJAC
7e677102-e09b-4b16-967c-b67a6aea4d3c|[{"label":"GInAS Reference","term":"44fb0068-4e3b-4293-a382-83b99e79e0c5"},{"label":"GInAS Reference","term":"0e90ce30-79d4-45b1-a0f5-db368cbde87e"}]|d0641fc0-e397-467e-a466-7096a4c3c2f6|aad75d05-d3d3-4329-9ad1-3434afc6e233|0e75b481-fef6-41a6-ba8e-daece3e813fb|4714JOJ107
88021581-6400-455f-9515-b9aa7ae7dcca|[{"label":"GInAS Reference","term":"52b38fe4-f44a-4f63-82ed-c4830e9e400a"},{"label":"GInAS Reference","term":"e619c046-9029-4735-aea5-93da1b4fd081"}]|3fe77750-c576-4d1e-9d91-331a09cb631d|b384c524-1049-4d57-a41d-cb296ef18bd4|673deeda-c244-40af-ad9f-b460315490e5|XJ1BI91LRW
9ca393aa-a951-4599-beb8-cbe4fbefc4a6|[{"label":"GInAS Reference","term":"d18c5d86-7a92-4a55-b222-12de02c179de"},{"label":"GInAS Reference","term":"ba586aa6-afd8-4c33-97be-7af2b191176e"}]|7e96d0db-3cd9-49a3-baa0-ea753e9ef13d|6d4e71b4-cfaa-4123-b8fc-0321aefaa692|d23e6370-eb55-4f54-ae89-e135e6e67640|Y52UA0F7B6
f76fd004-de4d-4e06-91d7-ebe174c980fc|[{"label":"GInAS Reference","term":"de746242-cda1-46bb-a7b6-bc953aff8af7"},{"label":"GInAS Reference","term":"3f9d7066-f3da-4e46-81c7-1dfb9e5fe2ee"}]|f6809b25-fc50-4c03-9bf0-4f7eb442c08c|a0a908e6-c224-47f9-86b7-308f129979fc|600b971a-dca8-4d56-b67f-f8d4dc584180|8U46MJI8HO
633a3002-dfd2-43fd-aa06-cf0d4c7373a8|[{"label":"GInAS Reference","term":"706688fc-4c92-4cf4-be08-3935577b1a28"},{"label":"GInAS Reference","term":"921938ea-b8a5-471d-9b70-93a56a92fa2c"}]|248c22f7-d3a1-43bd-bd12-62af137ea870|0796eca3-9bb7-4daa-957b-c015b6b02c17|c61a4b33-641c-4d67-ac9a-f0bcefdfee3e|08Z9G733X6
72549274-2bd3-454f-9722-696849f9bed1|[{"label":"GInAS Reference","term":"2f81acf8-74a6-4f15-be44-4460940c069b"},{"label":"GInAS Reference","term":"d81c5c92-16d6-4368-ba3e-136f4e445dd8"}]|f3d75dfb-77b6-4653-bb70-4f308bc9d53e|da129dc7-bbb1-4748-86b8-3733ffaf11a8|17bbfe3c-043d-4345-97b9-d2e1cad601cb|Y81O709I81
06a5673f-f7ee-4342-8e88-a2b50ce3be63|[{"label":"GInAS Reference","term":"213aa24b-690d-4946-a03d-bf9f447eb38d"},{"label":"GInAS Reference","term":"f32c348f-8f48-4cd0-b59c-80a22715bbe8"}]|74488a74-1099-4d3a-957f-be2c8f61f90c|1fb7756b-78a1-450c-9f40-71d3bf28b4f0|0437d38f-e809-4d6e-a99f-855c44ca2080|809Y72KV36
fb985ec8-277f-4ec9-b59e-1bbdff7f3323|[{"label":"GInAS Reference","term":"4652fe1d-3dfc-4311-99fe-69b132311da7"},{"label":"GInAS Reference","term":"61c2613f-20b4-4f6c-8155-35957eca6fdf"}]|e379b26c-4e2e-4176-84f0-ff8d69cf17a9|b59012d0-1d45-45d6-b65b-a3cf29f56ba8|aadfd893-ec6b-4a29-8ee5-3357bb86d721|9DB7IIR8TW
f557c62a-0489-4fd9-9aed-4c3d40e08568|[{"label":"GInAS Reference","term":"9018e9ba-44e3-4e9d-9801-0e82e44213da"},{"label":"GInAS Reference","term":"2af170b2-8533-4d81-933a-1922b8e66d46"}]|16fed16e-99d2-4775-98a2-40f1dab9b3b4|e093b92c-4588-4f7a-842a-97a4c37ae778|2113befb-1b0d-4f6b-a2e4-5d7d4bfbb638|6N7C42N7V7
a5c6ae37-1fef-4ff8-866b-46f38507a289|[{"label":"GInAS Reference","term":"96639c38-acaf-4d0f-9335-f3d28b023fe2"},{"label":"GInAS Reference","term":"9a160a72-4838-40e7-bc59-9d7c9be0428e"}]|11c164f1-19d4-4509-bbe2-5221a3d8dbc4|0b94be86-9b49-4728-88d4-9746f3e7ff21|1fccbb4f-8008-4bb9-bd03-190da93b3676|10HA28Y0SS
170d682b-049a-49b4-9d93-e760e54b88ad|[{"label":"GInAS Reference","term":"0d6e0628-5434-4b9e-9f4b-123f013335e8"},{"label":"GInAS Reference","term":"b2231f5c-8718-40c0-87fc-5a8a2bf7d439"}]|bb8e958b-ffea-47b3-8985-f29d0d58db31|38b13082-a2e8-4d45-aa7c-0130284ed085|af6ba434-0692-44ef-9750-f7d1fb2a4e9e|S9X5DEK67R
5d93b95d-fc24-4a4d-b375-3c7c2ea49b27|[{"label":"GInAS Reference","term":"9e490640-a506-47c4-adad-c01bb734d43e"},{"label":"GInAS Reference","term":"4d4fb886-100d-4bb0-987c-fc00dd2d0459"}]|1f5a951f-fd81-458f-9402-a16fb846e626|c2c2065f-79ab-4371-ac15-e15d9b754656|79232de1-4a08-4559-9c43-a3963d143b51|668U70616Y
8e8edc6c-be90-4f70-84e3-fd691d17beba|[{"label":"GInAS Reference","term":"0571bef6-1900-498a-b2d6-8564ce00f2e6"},{"label":"GInAS Reference","term":"e65a22b7-3e62-4db9-95c9-ca38cc6f4ffe"}]|192af969-e6de-4a7e-b828-5661f8bfffe3|ea91240b-9991-4ac3-98e7-ec20765dfaed|06ec3929-8861-46d1-a3a4-f0e65d79703b|1QP5V188NK
66c5ade9-5ff7-4a18-8651-ea0df2893629|[{"label":"GInAS Reference","term":"f61864d2-224e-4e66-ba8d-a47011c14c89"},{"label":"GInAS Reference","term":"c27d12e9-965d-4a0b-9c2f-84d93ee847ac"}]|566765d9-1849-4f2e-bd25-10a63808fc50|1b48a085-cb7e-4c89-b3ac-395eed4b1cbe|9ae75102-5e04-4a34-a0f8-43a19448087d|159C5J6Z2M
be4da431-4fd4-48cf-9066-75a81d9dd1f8|[{"label":"GInAS Reference","term":"e9abe564-78f0-4ea6-b4af-c1935072b5bf"},{"label":"GInAS Reference","term":"e34a413c-492e-41a4-8289-3047eb930b28"}]|2e1b443f-3d26-40a1-9a43-52855e3890ae|e61cb704-6531-483e-9b3c-b21176493748|be895104-f2b5-4c07-9271-eec9ecdee862|ABV7KNA149
4590c4ac-73d8-46e8-b2e0-2096da260e6a|[{"label":"GInAS Reference","term":"2cda493e-dbef-47d3-8728-f52f644d03ab"},{"label":"GInAS Reference","term":"bb1af724-2b9a-4f58-8405-b76370665f6d"}]|e8e1de18-2e84-42c1-9f2a-e480a9c07b88|e848b958-f756-4294-b53f-df3d86816d48|8490b9f9-325f-4446-8690-d50a9bf6a966|U47OPR8H97
0f267b37-7122-4b34-a169-8bfcd6188ce0|[{"label":"GInAS Reference","term":"ee11aa0b-c36e-426b-8da6-c8f8e4cf40c2"},{"label":"GInAS Reference","term":"630e0066-2f17-474a-b2fb-2d2b66bd7226"}]|27a491c1-e1e6-46bd-8fbc-8ee137dfcc6c|07870646-a799-4d5a-9b5f-174aa6b21247|8449ca14-fa34-4be0-a9fa-8334651f7193|8ZVL7FHU4O
4f601a18-33e9-4a26-b10f-3267740bc2b1|[{"label":"GInAS Reference","term":"5e12e604-3af7-468c-b907-19591c2017fe"},{"label":"GInAS Reference","term":"209ac8d7-6ec5-402a-bb97-3e99dfba9833"}]|b71520fe-7755-4d34-a4bb-387ab794a75a|5c530730-f504-48a1-b6c9-dbecc1a816bd|c8cb5543-a3f1-4cca-9353-8198297da65f|24V0YE703N
e0b786a0-7150-4d82-906d-5c6d9374623b|[{"label":"GInAS Reference","term":"d473451f-4b4f-490c-8797-11e4a898019c"},{"label":"GInAS Reference","term":"307cfc31-c790-42d7-8222-62fe54c2ebbd"}]|281edf53-fc9f-4b72-86a6-400580650ebe|e195f7ac-04f2-4791-92a0-edf5e3880923|b2926467-9e94-437d-b9ae-dbc7aa87ce87|4U29QAW23A
79d9da17-277a-4377-bbc2-4d824db587c6|[{"label":"GInAS Reference","term":"8b3b123e-4bd1-466f-892e-59b320d031e8"},{"label":"GInAS Reference","term":"e0ac11a5-a75f-415e-bb45-edde795c5bfd"}]|9858808f-c64e-428c-ae7b-237b4076dd2f|1e2b2a0e-1041-4fc6-b591-56475f4f0cde|5c330754-079f-4fe5-b842-2828e40e45fd|9J99P5NN1F
a752ae6b-e86a-4e1a-86e4-2087b3a3e60d|[{"label":"GInAS Reference","term":"c573624d-3acc-407f-a36c-a28d91ac60ed"},{"label":"GInAS Reference","term":"e7fdc8e1-0975-413a-b023-4c0f1902b85b"}]|69881dad-378c-42d7-bfb4-dbcf6a59909f|1119e7b3-82e0-4dcb-80c6-5a20a008ef95|987013d7-814b-4be1-9bd3-b80538884390|0NRJ06AU9G
e81dd6e1-9dd4-470f-a486-d7cbd483da07|[{"label":"GInAS Reference","term":"edf67f3f-3d35-4717-9cc8-9f42efbc02b0"},{"label":"GInAS Reference","term":"311b6ac1-b8f1-4c65-a67d-7804acb60473"}]|0a58cede-e375-47e0-b33f-fc7d540c4414|9c6893c3-696d-460b-ac11-426ed1910aab|d38badc0-fcd1-406d-9d91-b3e4971384fb|XZ19O8Z6FM
796acef3-04e8-492f-8578-66768cf1b3c7|[{"label":"GInAS Reference","term":"fa9d239e-0a55-4c5f-a569-0462ead6f82f"},{"label":"GInAS Reference","term":"eb8aa9da-56bc-4858-bf61-9d546daebb3e"}]|27527f48-1806-4caa-8701-88f8b3162056|cdba7b1c-e4bc-487c-8d66-10cf61267977|ff085595-15f5-485a-85a1-66390ea20da2|2G6GPQ0VT7
